Kod TERYT,Nazwa województwa,Rok zgonu,Miesiąc zgonu,Zgony kobiet Przedział wiekowy 0-64 lata,Zgony kobiet Przedział wiekowy 65 lat i więcej,Zgony mężczyn Przedział wiekowy 0-64 lata,Zgony mężczyzn Przedział wiekowy 65 lat i więcej
16,OPOLSKIE,2019,10,49,367,124,353
16,OPOLSKIE,2019,11,57,367,147,307
16,OPOLSKIE,2019,12,60,395,143,318
18,PODKARPACKIE,2019,01,126,831,330,750
18,PODKARPACKIE,2019,02,87,771,267,643
18,PODKARPACKIE,2019,03,92,775,267,633
18,PODKARPACKIE,2019,04,90,671,283,585
18,PODKARPACKIE,2019,05,86,655,264,599
18,PODKARPACKIE,2019,06,92,633,245,555
18,PODKARPACKIE,2019,07,88,651,248,604
18,PODKARPACKIE,2019,08,94,654,239,537
18,PODKARPACKIE,2019,09,80,643,248,530
18,PODKARPACKIE,2019,10,96,656,261,558
18,PODKARPACKIE,2019,11,100,663,282,599
18,PODKARPACKIE,2019,12,87,733,308,617
20,PODLASKIE,2019,01,74,512,192,416
20,PODLASKIE,2019,02,50,493,169,407
20,PODLASKIE,2019,03,66,434,184,365
20,PODLASKIE,2019,04,68,434,169,393
20,PODLASKIE,2019,05,65,451,206,351
20,PODLASKIE,2019,06,52,408,181,397
20,PODLASKIE,2019,07,72,384,182,359
20,PODLASKIE,2019,08,61,353,178,332
20,PODLASKIE,2019,09,47,417,155,355
20,PODLASKIE,2019,10,54,405,162,367
20,PODLASKIE,2019,11,61,421,124,354
20,PODLASKIE,2019,12,43,422,186,374
22,POMORSKIE,2019,01,172,903,322,729
22,POMORSKIE,2019,02,145,823,324,734
22,POMORSKIE,2019,03,135,792,327,705
22,POMORSKIE,2019,04,139,746,321,642
22,POMORSKIE,2019,05,141,781,314,653
22,POMORSKIE,2019,06,153,693,300,643
22,POMORSKIE,2019,07,145,718,285,670
22,POMORSKIE,2019,08,137,682,323,667
22,POMORSKIE,2019,09,123,718,302,638
22,POMORSKIE,2019,10,120,787,333,659
22,POMORSKIE,2019,11,131,769,326,633
22,POMORSKIE,2019,12,152,797,311,692
24,ŚLĄSKIE,2019,01,396,2067,891,1686
24,ŚLĄSKIE,2019,02,381,1891,819,1603
24,ŚLĄSKIE,2019,03,348,1925,682,1541
24,ŚLĄSKIE,2019,04,310,1719,679,1418
24,ŚLĄSKIE,2019,05,330,1704,696,1490
24,ŚLĄSKIE,2019,06,338,1668,719,1478
24,ŚLĄSKIE,2019,07,310,1695,736,1439
24,ŚLĄSKIE,2019,08,323,1565,710,1439
24,ŚLĄSKIE,2019,09,338,1604,684,1373
24,ŚLĄSKIE,2019,10,332,1749,648,1540
24,ŚLĄSKIE,2019,11,318,1748,662,1414
24,ŚLĄSKIE,2019,12,345,1836,741,1569
26,ŚWIĘTOKRZYSKIE,2019,01,74,572,211,485
26,ŚWIĘTOKRZYSKIE,2019,02,74,568,227,436
26,ŚWIĘTOKRZYSKIE,2019,03,77,521,226,450
26,ŚWIĘTOKRZYSKIE,2019,04,55,483,181,428
26,ŚWIĘTOKRZYSKIE,2019,05,62,498,218,441
26,ŚWIĘTOKRZYSKIE,2019,06,90,490,188,435
26,ŚWIĘTOKRZYSKIE,2019,07,72,454,191,398
26,ŚWIĘTOKRZYSKIE,2019,08,82,413,192,419
26,ŚWIĘTOKRZYSKIE,2019,09,63,474,184,394
26,ŚWIĘTOKRZYSKIE,2019,10,50,541,212,442
26,ŚWIĘTOKRZYSKIE,2019,11,68,491,179,396
26,ŚWIĘTOKRZYSKIE,2019,12,78,534,213,458
28,WARMIŃSKO-MAZURSKIE,2019,01,94,554,245,464
28,WARMIŃSKO-MAZURSKIE,2019,02,105,499,246,397
28,WARMIŃSKO-MAZURSKIE,2019,03,111,497,237,455
28,WARMIŃSKO-MAZURSKIE,2019,04,92,491,223,379
28,WARMIŃSKO-MAZURSKIE,2019,05,83,478,257,418
28,WARMIŃSKO-MAZURSKIE,2019,06,91,468,258,426
28,WARMIŃSKO-MAZURSKIE,2019,07,96,465,258,396
28,WARMIŃSKO-MAZURSKIE,2019,08,92,465,238,406
28,WARMIŃSKO-MAZURSKIE,2019,09,91,441,232,387
28,WARMIŃSKO-MAZURSKIE,2019,10,102,507,234,396
28,WARMIŃSKO-MAZURSKIE,2019,11,82,448,215,365
28,WARMIŃSKO-MAZURSKIE,2019,12,111,472,212,419
30,WIELKOPOLSKIE,2019,01,230,1323,594,1106
30,WIELKOPOLSKIE,2019,02,201,1231,458,1081
30,WIELKOPOLSKIE,2019,03,234,1290,514,1034
30,WIELKOPOLSKIE,2019,04,215,1120,499,984
30,WIELKOPOLSKIE,2019,05,237,1062,467,916
30,WIELKOPOLSKIE,2019,06,218,1164,462,919
30,WIELKOPOLSKIE,2019,07,188,1077,474,963
30,WIELKOPOLSKIE,2019,08,196,1113,484,975
30,WIELKOPOLSKIE,2019,09,204,1093,450,1020
30,WIELKOPOLSKIE,2019,10,218,1148,441,1029
30,WIELKOPOLSKIE,2019,11,222,1074,438,987
30,WIELKOPOLSKIE,2019,12,210,1255,502,1089
32,ZACHODNIOPOMORSKIE,2019,01,101,648,261,551
32,ZACHODNIOPOMORSKIE,2019,02,115,651,284,527
32,ZACHODNIOPOMORSKIE,2019,03,129,710,278,570
32,ZACHODNIOPOMORSKIE,2019,04,127,619,258,531
32,ZACHODNIOPOMORSKIE,2019,05,100,573,256,482
32,ZACHODNIOPOMORSKIE,2019,06,128,620,253,501
32,ZACHODNIOPOMORSKIE,2019,07,114,579,279,476
32,ZACHODNIOPOMORSKIE,2019,08,118,589,260,524
32,ZACHODNIOPOMORSKIE,2019,09,105,603,265,493
32,ZACHODNIOPOMORSKIE,2019,10,132,609,298,554
32,ZACHODNIOPOMORSKIE,2019,11,104,597,250,489
32,ZACHODNIOPOMORSKIE,2019,12,114,669,275,591
02,DOLNOŚLĄSKIE,2018,01,199,1072,491,820
02,DOLNOŚLĄSKIE,2018,02,182,998,461,841
02,DOLNOŚLĄSKIE,2018,03,222,1218,442,988
02,DOLNOŚLĄSKIE,2018,04,191,988,397,792
02,DOLNOŚLĄSKIE,2018,05,215,1064,457,871
02,DOLNOŚLĄSKIE,2018,06,194,971,414,834
02,DOLNOŚLĄSKIE,2018,07,208,1049,498,881
02,DOLNOŚLĄSKIE,2018,08,196,1059,515,785
02,DOLNOŚLĄSKIE,2018,09,195,980,455,782
02,DOLNOŚLĄSKIE,2018,10,218,1123,515,854
02,DOLNOŚLĄSKIE,2018,11,196,1055,464,880
02,DOLNOŚLĄSKIE,2018,12,227,1163,508,986
04,KUJAWSKO-POMORSKIE,2018,01,154,728,301,715
04,KUJAWSKO-POMORSKIE,2018,02,124,801,300,646
04,KUJAWSKO-POMORSKIE,2018,03,161,880,289,630
04,KUJAWSKO-POMORSKIE,2018,04,111,748,318,558
04,KUJAWSKO-POMORSKIE,2018,05,140,670,303,557
04,KUJAWSKO-POMORSKIE,2018,06,138,648,283,540
04,KUJAWSKO-POMORSKIE,2018,07,136,695,323,612
04,KUJAWSKO-POMORSKIE,2018,08,146,704,335,619
04,KUJAWSKO-POMORSKIE,2018,09,132,677,309,577
04,KUJAWSKO-POMORSKIE,2018,10,132,696,305,629
04,KUJAWSKO-POMORSKIE,2018,11,132,727,308,634
04,KUJAWSKO-POMORSKIE,2018,12,160,761,338,626
06,LUBELSKIE,2018,01,115,963,334,740
06,LUBELSKIE,2018,02,104,847,300,732
06,LUBELSKIE,2018,03,118,763,286,621
06,LUBELSKIE,2018,04,127,694,299,607
06,LUBELSKIE,2018,05,108,713,354,678
06,LUBELSKIE,2018,06,102,673,311,628
06,LUBELSKIE,2018,07,127,794,294,596
06,LUBELSKIE,2018,08,111,720,364,613
06,LUBELSKIE,2018,09,105,725,286,625
06,LUBELSKIE,2018,10,112,799,359,647
06,LUBELSKIE,2018,11,98,808,325,664
06,LUBELSKIE,2018,12,109,860,363,698
08,LUBUSKIE,2018,01,74,334,170,301
08,LUBUSKIE,2018,02,73,399,156,283
08,LUBUSKIE,2018,03,86,446,171,327
08,LUBUSKIE,2018,04,56,345,139,263
08,LUBUSKIE,2018,05,69,334,183,250
08,LUBUSKIE,2018,06,66,305,160,268
08,LUBUSKIE,2018,07,62,310,157,296
08,LUBUSKIE,2018,08,65,299,172,273
08,LUBUSKIE,2018,09,78,309,188,294
08,LUBUSKIE,2018,10,76,350,162,321
08,LUBUSKIE,2018,11,84,334,162,277
08,LUBUSKIE,2018,12,76,410,179,311
10,ŁÓDZKIE,2018,01,157,997,431,756
10,ŁÓDZKIE,2018,02,190,1053,436,860
10,ŁÓDZKIE,2018,03,198,1185,458,918
10,ŁÓDZKIE,2018,04,183,1010,395,744
10,ŁÓDZKIE,2018,05,194,1029,432,783
10,ŁÓDZKIE,2018,06,179,944,420,771
10,ŁÓDZKIE,2018,07,181,960,444,832
10,ŁÓDZKIE,2018,08,185,1047,429,797
10,ŁÓDZKIE,2018,09,179,993,439,764
10,ŁÓDZKIE,2018,10,203,1083,436,791
10,ŁÓDZKIE,2018,11,169,1042,414,854
10,ŁÓDZKIE,2018,12,184,1112,460,865
12,MAŁOPOLSKIE,2018,01,147,1072,386,887
12,MAŁOPOLSKIE,2018,02,178,1287,398,969
12,MAŁOPOLSKIE,2018,03,157,1100,412,927
12,MAŁOPOLSKIE,2018,04,174,945,379,806
12,MAŁOPOLSKIE,2018,05,172,1054,443,917
12,MAŁOPOLSKIE,2018,06,177,1066,434,906
12,MAŁOPOLSKIE,2018,07,177,1055,419,949
12,MAŁOPOLSKIE,2018,08,159,1018,430,851
12,MAŁOPOLSKIE,2018,09,168,1060,407,893
12,MAŁOPOLSKIE,2018,10,150,1105,408,1013
12,MAŁOPOLSKIE,2018,11,158,1114,423,881
12,MAŁOPOLSKIE,2018,12,174,1237,454,1072
14,MAZOWIECKIE,2018,01,316,2042,805,1679
14,MAZOWIECKIE,2018,02,314,2080,704,1561
14,MAZOWIECKIE,2018,03,318,2190,779,1647
14,MAZOWIECKIE,2018,04,310,1860,711,1536
14,MAZOWIECKIE,2018,05,271,1952,800,1633
14,MAZOWIECKIE,2018,06,295,1793,774,1481
14,MAZOWIECKIE,2018,07,333,2016,832,1537
14,MAZOWIECKIE,2018,08,305,1821,787,1538
14,MAZOWIECKIE,2018,09,341,1855,745,1516
14,MAZOWIECKIE,2018,10,344,2102,827,1700
14,MAZOWIECKIE,2018,11,311,1945,799,1672
14,MAZOWIECKIE,2018,12,371,2306,866,1826
16,OPOLSKIE,2018,01,67,372,141,305
16,OPOLSKIE,2018,02,58,413,131,284
16,OPOLSKIE,2018,03,56,407,140,336
16,OPOLSKIE,2018,04,45,342,114,269
16,OPOLSKIE,2018,05,50,334,132,313
16,OPOLSKIE,2018,06,57,307,141,262
16,OPOLSKIE,2018,07,62,335,144,289
16,OPOLSKIE,2018,08,57,355,121,321
16,OPOLSKIE,2018,09,52,346,124,253
16,OPOLSKIE,2018,10,53,349,143,335
16,OPOLSKIE,2018,11,62,376,147,305
16,OPOLSKIE,2018,12,60,372,142,290
18,PODKARPACKIE,2018,01,73,640,241,540
18,PODKARPACKIE,2018,02,81,657,238,527
18,PODKARPACKIE,2018,03,88,655,228,546
18,PODKARPACKIE,2018,04,82,599,234,542
18,PODKARPACKIE,2018,05,89,644,256,523
18,PODKARPACKIE,2018,06,101,594,231,546
18,PODKARPACKIE,2018,07,88,644,252,549
18,PODKARPACKIE,2018,08,86,577,270,512
18,PODKARPACKIE,2018,09,88,613,255,490
18,PODKARPACKIE,2018,10,90,699,262,639
18,PODKARPACKIE,2018,11,90,673,249,602
18,PODKARPACKIE,2018,12,108,755,254,640
20,PODLASKIE,2018,01,63,458,174,400
20,PODLASKIE,2018,02,63,485,170,427
20,PODLASKIE,2018,03,53,484,155,401
20,PODLASKIE,2018,04,52,388,178,372
20,PODLASKIE,2018,05,60,412,171,356
20,PODLASKIE,2018,06,55,371,146,321
20,PODLASKIE,2018,07,60,414,167,339
20,PODLASKIE,2018,08,60,368,179,328
20,PODLASKIE,2018,09,61,380,152,336
20,PODLASKIE,2018,10,74,424,175,380
20,PODLASKIE,2018,11,72,402,189,351
20,PODLASKIE,2018,12,64,422,199,399
22,POMORSKIE,2018,01,135,803,288,668
22,POMORSKIE,2018,02,131,694,282,639
22,POMORSKIE,2018,03,147,835,291,681
22,POMORSKIE,2018,04,128,674,310,548
22,POMORSKIE,2018,05,115,698,324,607
22,POMORSKIE,2018,06,133,730,284,566
22,POMORSKIE,2018,07,133,699,344,666
22,POMORSKIE,2018,08,142,711,297,615
22,POMORSKIE,2018,09,147,683,311,590
22,POMORSKIE,2018,10,154,732,339,656
22,POMORSKIE,2018,11,143,680,319,619
22,POMORSKIE,2018,12,148,817,302,701
24,ŚLĄSKIE,2018,01,324,1604,706,1363
24,ŚLĄSKIE,2018,02,333,1761,695,1523
24,ŚLĄSKIE,2018,03,326,1866,728,1555
24,ŚLĄSKIE,2018,04,325,1521,685,1342
24,ŚLĄSKIE,2018,05,336,1642,700,1347
24,ŚLĄSKIE,2018,06,310,1531,709,1318
24,ŚLĄSKIE,2018,07,333,1672,755,1414
24,ŚLĄSKIE,2018,08,338,1567,677,1313
24,ŚLĄSKIE,2018,09,330,1577,746,1412
24,ŚLĄSKIE,2018,10,392,1735,742,1530
24,ŚLĄSKIE,2018,11,351,1629,739,1488
24,ŚLĄSKIE,2018,12,343,1879,759,1490
26,ŚWIĘTOKRZYSKIE,2018,01,61,475,183,398
26,ŚWIĘTOKRZYSKIE,2018,02,70,537,165,439
26,ŚWIĘTOKRZYSKIE,2018,03,67,544,220,447
26,ŚWIĘTOKRZYSKIE,2018,04,68,434,180,405
26,ŚWIĘTOKRZYSKIE,2018,05,83,453,174,422
26,ŚWIĘTOKRZYSKIE,2018,06,68,454,187,384
26,ŚWIĘTOKRZYSKIE,2018,07,62,450,217,392
26,ŚWIĘTOKRZYSKIE,2018,08,79,446,198,390
26,ŚWIĘTOKRZYSKIE,2018,09,87,450,175,383
26,ŚWIĘTOKRZYSKIE,2018,10,74,476,223,431
26,ŚWIĘTOKRZYSKIE,2018,11,80,441,218,427
26,ŚWIĘTOKRZYSKIE,2018,12,73,581,213,490
28,WARMIŃSKO-MAZURSKIE,2018,01,84,427,211,366
28,WARMIŃSKO-MAZURSKIE,2018,02,93,464,216,426
28,WARMIŃSKO-MAZURSKIE,2018,03,92,541,201,441
28,WARMIŃSKO-MAZURSKIE,2018,04,62,475,244,397
28,WARMIŃSKO-MAZURSKIE,2018,05,88,485,222,409
28,WARMIŃSKO-MAZURSKIE,2018,06,73,431,233,336
28,WARMIŃSKO-MAZURSKIE,2018,07,82,449,244,418
28,WARMIŃSKO-MAZURSKIE,2018,08,88,477,261,375
28,WARMIŃSKO-MAZURSKIE,2018,09,71,397,230,370
28,WARMIŃSKO-MAZURSKIE,2018,10,107,456,238,402
28,WARMIŃSKO-MAZURSKIE,2018,11,77,412,212,364
28,WARMIŃSKO-MAZURSKIE,2018,12,83,505,255,444
30,WIELKOPOLSKIE,2018,01,212,1155,472,910
30,WIELKOPOLSKIE,2018,02,215,1175,477,1026
30,WIELKOPOLSKIE,2018,03,243,1301,481,1026
30,WIELKOPOLSKIE,2018,04,176,993,380,878
30,WIELKOPOLSKIE,2018,05,214,1186,493,962
30,WIELKOPOLSKIE,2018,06,208,1040,444,908
30,WIELKOPOLSKIE,2018,07,212,1111,446,923
30,WIELKOPOLSKIE,2018,08,215,1085,509,951
30,WIELKOPOLSKIE,2018,09,195,1052,445,931
30,WIELKOPOLSKIE,2018,10,225,1162,530,991
30,WIELKOPOLSKIE,2018,11,219,1138,469,953
30,WIELKOPOLSKIE,2018,12,251,1248,526,1105
32,ZACHODNIOPOMORSKIE,2018,01,121,543,250,488
32,ZACHODNIOPOMORSKIE,2018,02,116,584,225,486
32,ZACHODNIOPOMORSKIE,2018,03,115,724,292,550
32,ZACHODNIOPOMORSKIE,2018,04,110,611,232,454
32,ZACHODNIOPOMORSKIE,2018,05,119,575,233,483
32,ZACHODNIOPOMORSKIE,2018,06,132,501,267,474
32,ZACHODNIOPOMORSKIE,2018,07,118,550,302,535
32,ZACHODNIOPOMORSKIE,2018,08,118,565,276,479
32,ZACHODNIOPOMORSKIE,2018,09,117,560,254,484
32,ZACHODNIOPOMORSKIE,2018,10,105,601,252,524
32,ZACHODNIOPOMORSKIE,2018,11,135,552,259,501
32,ZACHODNIOPOMORSKIE,2018,12,131,657,306,535
02,DOLNOŚLĄSKIE,2017,01,269,1522,548,1118
02,DOLNOŚLĄSKIE,2017,02,225,1305,458,987
02,DOLNOŚLĄSKIE,2017,03,208,1042,463,846
02,DOLNOŚLĄSKIE,2017,04,206,952,445,776
02,DOLNOŚLĄSKIE,2017,05,188,981,502,748
02,DOLNOŚLĄSKIE,2017,06,197,863,468,720
02,DOLNOŚLĄSKIE,2017,07,191,964,439,767
02,DOLNOŚLĄSKIE,2017,08,217,986,499,820
02,DOLNOŚLĄSKIE,2017,09,200,940,436,769
02,DOLNOŚLĄSKIE,2017,10,181,1076,483,853
02,DOLNOŚLĄSKIE,2017,11,179,942,432,804
02,DOLNOŚLĄSKIE,2017,12,197,1019,449,819
04,KUJAWSKO-POMORSKIE,2017,01,170,847,339,644
04,KUJAWSKO-POMORSKIE,2017,02,169,908,291,690
04,KUJAWSKO-POMORSKIE,2017,03,137,762,294,586
04,KUJAWSKO-POMORSKIE,2017,04,108,674,285,550
04,KUJAWSKO-POMORSKIE,2017,05,159,653,298,573
04,KUJAWSKO-POMORSKIE,2017,06,102,576,244,478
04,KUJAWSKO-POMORSKIE,2017,07,169,639,311,537
04,KUJAWSKO-POMORSKIE,2017,08,151,638,313,566
04,KUJAWSKO-POMORSKIE,2017,09,116,608,299,533
04,KUJAWSKO-POMORSKIE,2017,10,131,699,318,539
04,KUJAWSKO-POMORSKIE,2017,11,132,635,271,548
04,KUJAWSKO-POMORSKIE,2017,12,160,626,317,602
06,LUBELSKIE,2017,01,132,1157,384,919
06,LUBELSKIE,2017,02,105,868,311,669
06,LUBELSKIE,2017,03,97,884,317,676
06,LUBELSKIE,2017,04,100,750,296,589
06,LUBELSKIE,2017,05,114,766,293,624
06,LUBELSKIE,2017,06,102,738,266,560
06,LUBELSKIE,2017,07,105,692,326,578
06,LUBELSKIE,2017,08,121,681,310,598
06,LUBELSKIE,2017,09,116,670,326,591
06,LUBELSKIE,2017,10,116,794,338,660
06,LUBELSKIE,2017,11,101,723,334,596
06,LUBELSKIE,2017,12,108,772,312,561
08,LUBUSKIE,2017,01,72,432,214,318
08,LUBUSKIE,2017,02,68,435,153,293
08,LUBUSKIE,2017,03,71,321,156,285
08,LUBUSKIE,2017,04,61,297,173,231
08,LUBUSKIE,2017,05,81,285,170,257
08,LUBUSKIE,2017,06,51,285,163,224
08,LUBUSKIE,2017,07,75,289,164,250
08,LUBUSKIE,2017,08,66,297,162,249
08,LUBUSKIE,2017,09,71,331,161,257
08,LUBUSKIE,2017,10,79,332,182,309
08,LUBUSKIE,2017,11,69,315,144,258
08,LUBUSKIE,2017,12,61,321,175,272
10,ŁÓDZKIE,2017,01,237,1594,548,1117
10,ŁÓDZKIE,2017,02,196,1211,434,916
10,ŁÓDZKIE,2017,03,216,1087,415,889
10,ŁÓDZKIE,2017,04,161,913,477,784
10,ŁÓDZKIE,2017,05,179,960,449,772
10,ŁÓDZKIE,2017,06,177,889,391,721
10,ŁÓDZKIE,2017,07,197,913,425,756
10,ŁÓDZKIE,2017,08,191,914,458,760
10,ŁÓDZKIE,2017,09,178,911,413,670
10,ŁÓDZKIE,2017,10,215,1082,471,861
10,ŁÓDZKIE,2017,11,160,916,410,757
10,ŁÓDZKIE,2017,12,167,923,425,793
12,MAŁOPOLSKIE,2017,01,203,1619,514,1330
12,MAŁOPOLSKIE,2017,02,148,1317,424,981
12,MAŁOPOLSKIE,2017,03,176,1152,409,954
12,MAŁOPOLSKIE,2017,04,169,1016,388,844
12,MAŁOPOLSKIE,2017,05,174,1030,370,886
12,MAŁOPOLSKIE,2017,06,160,945,401,784
12,MAŁOPOLSKIE,2017,07,166,988,402,881
12,MAŁOPOLSKIE,2017,08,183,1021,405,815
12,MAŁOPOLSKIE,2017,09,153,914,439,754
12,MAŁOPOLSKIE,2017,10,180,1069,419,920
12,MAŁOPOLSKIE,2017,11,147,1014,373,795
12,MAŁOPOLSKIE,2017,12,149,1029,393,896
14,MAZOWIECKIE,2017,01,407,2858,959,2161
14,MAZOWIECKIE,2017,02,318,2322,728,1776
14,MAZOWIECKIE,2017,03,314,2049,812,1656
14,MAZOWIECKIE,2017,04,310,1881,778,1549
14,MAZOWIECKIE,2017,05,307,1793,794,1517
14,MAZOWIECKIE,2017,06,308,1669,686,1355
14,MAZOWIECKIE,2017,07,310,1742,763,1417
14,MAZOWIECKIE,2017,08,330,1776,782,1459
14,MAZOWIECKIE,2017,09,303,1729,765,1480
14,MAZOWIECKIE,2017,10,336,2066,885,1612
14,MAZOWIECKIE,2017,11,294,1788,736,1449
14,MAZOWIECKIE,2017,12,328,1867,787,1550
16,OPOLSKIE,2017,01,83,605,183,464
16,OPOLSKIE,2017,02,69,471,173,372
16,OPOLSKIE,2017,03,68,382,141,298
16,OPOLSKIE,2017,04,52,347,130,282
16,OPOLSKIE,2017,05,65,322,140,268
16,OPOLSKIE,2017,06,53,317,137,273
16,OPOLSKIE,2017,07,55,307,114,255
16,OPOLSKIE,2017,08,66,365,129,269
16,OPOLSKIE,2017,09,52,301,128,270
16,OPOLSKIE,2017,10,59,353,158,289
16,OPOLSKIE,2017,11,45,330,118,299
16,OPOLSKIE,2017,12,66,340,162,295
18,PODKARPACKIE,2017,01,97,1011,292,793
18,PODKARPACKIE,2017,02,88,777,232,562
18,PODKARPACKIE,2017,03,100,636,257,536
18,PODKARPACKIE,2017,04,78,628,273,527
18,PODKARPACKIE,2017,05,68,608,239,541
18,PODKARPACKIE,2017,06,75,567,228,503
18,PODKARPACKIE,2017,07,79,607,254,495
18,PODKARPACKIE,2017,08,96,584,245,483
18,PODKARPACKIE,2017,09,86,542,265,468
18,PODKARPACKIE,2017,10,91,698,291,569
18,PODKARPACKIE,2017,11,99,554,258,479
18,PODKARPACKIE,2017,12,79,639,247,529
20,PODLASKIE,2017,01,70,572,211,468
20,PODLASKIE,2017,02,61,530,170,438
20,PODLASKIE,2017,03,66,468,188,364
20,PODLASKIE,2017,04,66,390,144,285
20,PODLASKIE,2017,05,50,417,181,316
20,PODLASKIE,2017,06,55,365,163,309
20,PODLASKIE,2017,07,65,374,176,354
20,PODLASKIE,2017,08,57,356,172,312
20,PODLASKIE,2017,09,52,363,145,340
20,PODLASKIE,2017,10,70,417,169,379
20,PODLASKIE,2017,11,66,364,177,301
20,PODLASKIE,2017,12,60,370,176,329
22,POMORSKIE,2017,01,171,884,344,721
22,POMORSKIE,2017,02,143,839,330,709
22,POMORSKIE,2017,03,147,737,343,661
22,POMORSKIE,2017,04,148,649,289,552
22,POMORSKIE,2017,05,136,651,311,567
22,POMORSKIE,2017,06,134,628,270,548
22,POMORSKIE,2017,07,124,648,286,561
22,POMORSKIE,2017,08,143,661,341,576
22,POMORSKIE,2017,09,137,629,309,550
22,POMORSKIE,2017,10,132,729,337,671
22,POMORSKIE,2017,11,156,648,295,560
22,POMORSKIE,2017,12,134,704,329,616
24,ŚLĄSKIE,2017,01,417,2425,915,2027
24,ŚLĄSKIE,2017,02,387,1973,725,1611
24,ŚLĄSKIE,2017,03,384,1721,755,1459
24,ŚLĄSKIE,2017,04,322,1543,697,1390
24,ŚLĄSKIE,2017,05,325,1520,751,1291
24,ŚLĄSKIE,2017,06,302,1420,686,1251
24,ŚLĄSKIE,2017,07,351,1512,702,1268
24,ŚLĄSKIE,2017,08,330,1471,721,1254
24,ŚLĄSKIE,2017,09,329,1470,715,1295
24,ŚLĄSKIE,2017,10,340,1773,737,1326
24,ŚLĄSKIE,2017,11,315,1497,722,1396
24,ŚLĄSKIE,2017,12,319,1576,716,1382
26,ŚWIĘTOKRZYSKIE,2017,01,89,757,215,533
26,ŚWIĘTOKRZYSKIE,2017,02,59,560,194,444
26,ŚWIĘTOKRZYSKIE,2017,03,64,534,197,388
26,ŚWIĘTOKRZYSKIE,2017,04,64,440,179,375
26,ŚWIĘTOKRZYSKIE,2017,05,61,437,197,367
26,ŚWIĘTOKRZYSKIE,2017,06,65,437,199,347
26,ŚWIĘTOKRZYSKIE,2017,07,74,422,188,370
26,ŚWIĘTOKRZYSKIE,2017,08,73,430,209,361
26,ŚWIĘTOKRZYSKIE,2017,09,73,392,202,332
26,ŚWIĘTOKRZYSKIE,2017,10,56,467,217,435
26,ŚWIĘTOKRZYSKIE,2017,11,62,418,202,341
26,ŚWIĘTOKRZYSKIE,2017,12,73,450,210,406
28,WARMIŃSKO-MAZURSKIE,2017,01,121,612,214,508
28,WARMIŃSKO-MAZURSKIE,2017,02,97,582,238,445
28,WARMIŃSKO-MAZURSKIE,2017,03,106,468,238,403
28,WARMIŃSKO-MAZURSKIE,2017,04,88,406,187,339
28,WARMIŃSKO-MAZURSKIE,2017,05,95,372,227,361
28,WARMIŃSKO-MAZURSKIE,2017,06,68,375,224,332
28,WARMIŃSKO-MAZURSKIE,2017,07,72,436,246,344
28,WARMIŃSKO-MAZURSKIE,2017,08,78,388,248,365
28,WARMIŃSKO-MAZURSKIE,2017,09,97,445,222,345
28,WARMIŃSKO-MAZURSKIE,2017,10,105,450,261,411
28,WARMIŃSKO-MAZURSKIE,2017,11,88,395,232,334
28,WARMIŃSKO-MAZURSKIE,2017,12,89,441,231,351
30,WIELKOPOLSKIE,2017,01,213,1393,559,1125
30,WIELKOPOLSKIE,2017,02,229,1403,456,1128
30,WIELKOPOLSKIE,2017,03,201,1139,480,948
30,WIELKOPOLSKIE,2017,04,223,950,484,861
30,WIELKOPOLSKIE,2017,05,205,981,445,926
30,WIELKOPOLSKIE,2017,06,189,977,447,812
30,WIELKOPOLSKIE,2017,07,214,1002,454,859
30,WIELKOPOLSKIE,2017,08,202,979,483,870
30,WIELKOPOLSKIE,2017,09,195,1003,482,817
30,WIELKOPOLSKIE,2017,10,188,1088,522,914
30,WIELKOPOLSKIE,2017,11,181,957,480,827
30,WIELKOPOLSKIE,2017,12,207,1076,507,924
32,ZACHODNIOPOMORSKIE,2017,01,141,658,267,547
32,ZACHODNIOPOMORSKIE,2017,02,113,691,272,559
32,ZACHODNIOPOMORSKIE,2017,03,129,643,262,491
32,ZACHODNIOPOMORSKIE,2017,04,125,516,267,476
32,ZACHODNIOPOMORSKIE,2017,05,119,509,273,453
32,ZACHODNIOPOMORSKIE,2017,06,96,530,238,442
32,ZACHODNIOPOMORSKIE,2017,07,133,512,254,451
32,ZACHODNIOPOMORSKIE,2017,08,126,480,276,470
32,ZACHODNIOPOMORSKIE,2017,09,103,478,241,481
32,ZACHODNIOPOMORSKIE,2017,10,107,546,272,487
32,ZACHODNIOPOMORSKIE,2017,11,112,529,243,481
32,ZACHODNIOPOMORSKIE,2017,12,122,566,296,520
02,DOLNOŚLĄSKIE,2016,01,244,1072,533,845
02,DOLNOŚLĄSKIE,2016,02,189,1002,533,832
02,DOLNOŚLĄSKIE,2016,03,229,1044,486,830
02,DOLNOŚLĄSKIE,2016,04,202,958,491,763
02,DOLNOŚLĄSKIE,2016,05,204,956,466,827
02,DOLNOŚLĄSKIE,2016,06,168,871,469,715
02,DOLNOŚLĄSKIE,2016,07,217,945,439,737
02,DOLNOŚLĄSKIE,2016,08,215,976,469,780
02,DOLNOŚLĄSKIE,2016,09,199,938,455,736
02,DOLNOŚLĄSKIE,2016,10,210,992,494,866
02,DOLNOŚLĄSKIE,2016,11,227,1013,460,805
02,DOLNOŚLĄSKIE,2016,12,215,1058,484,829
